Matched phv,TOPMed Study,TOPMed Harmonized Variable,dbGap Variable Description,dbGap Variable Name,TOPMed Component ID,dbGap phs,dbGap phv,dbGap pht,dbGap pht Name,dbGap Study Name
phv00294962,ARIC,rdw_ratio_rbc_1,"Red cell distribution width, Rdw [Complete Blood Count, CBC, Visit 5]",CBC11,phs000280.v4.pht006422.v1.phv00294962.v1,phs000280.v8.p2,phv00294962.v2.p2,pht006422.v2.p2,CBC,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00226251,HCHS_SOL,rdw_ratio_rbc_1,Age,AGE,phs000810.v1.pht004715.v1.phv00226251.v1,phs000810.v2.p2,phv00226251.v2.p2,pht004715.v2.p2,HCHS_SOL_Cohort_Subject_Phenotypes,Hispanic Community Health Study /Study of Latinos (HCHS/SOL)
phv00226308,HCHS_SOL,rdw_ratio_rbc_1,% Red Cell Distribution Width (LABA8),LABA8,phs000810.v1.pht004715.v1.phv00226308.v1,phs000810.v2.p2,phv00226308.v2.p2,pht004715.v2.p2,HCHS_SOL_Cohort_Subject_Phenotypes,Hispanic Community Health Study /Study of Latinos (HCHS/SOL)
phv00127628,JHS,rdw_ratio_rbc_1,RDW [Visit 1],RDW,phs000286.v5.pht001959.v1.phv00127628.v1,phs000286.v7.p2,phv00127628.v2.p2,pht001959.v2.p2,loca,Jackson Heart Study (JHS) Cohort
phv00294963,ARIC,pmv_entvol_bld_1,"Mean platelet volume, Mpv [Complete Blood Count, CBC, Visit 5]",CBC12,phs000280.v4.pht006422.v1.phv00294963.v1,phs000280.v8.p2,phv00294963.v2.p2,pht006422.v2.p2,CBC,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00127627,JHS,pmv_entvol_bld_1,Mpv FL [Visit 1],MPV,phs000286.v5.pht001959.v1.phv00127627.v1,phs000286.v7.p2,phv00127627.v2.p2,pht001959.v2.p2,loca,Jackson Heart Study (JHS) Cohort
phv00098770,CHS,lppla2_act_1,Baseline LP-PLA2 Activity (nmols/min/mL),LPPLA2AC,phs000287.v6.pht001449.v1.phv00098770.v1,phs000287.v7.p1,phv00098770.v1.p1,pht001449.v1.p1,ADDITIONAL_BIOMARKERS,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00100487,CHS,lppla2_act_1,CALCULATED AGE AT BASELINE,AGEBL,phs000287.v6.pht001452.v1.phv00100487.v1,phs000287.v7.p1,phv00100487.v1.p1,pht001452.v1.p1,BASEBOTH,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00177928,FHS,lppla2_act_1,Framingham Heart Study cohort identifier,idtype,phs000007.v29.pht003099.v4.phv00177928.v4,phs000007.v33.p14,phv00177928.v8.p14,pht003099.v8.p14,vr_dates_2019_a_1175s,Framingham Cohort
phv00177930,FHS,lppla2_act_1,Age at Exam 1,age1,phs000007.v29.pht003099.v4.phv00177930.v4,phs000007.v33.p14,phv00177930.v8.p14,pht003099.v8.p14,vr_dates_2019_a_1175s,Framingham Cohort
phv00177934,FHS,lppla2_act_1,Age at Exam 3,age3,phs000007.v29.pht003099.v4.phv00177934.v4,phs000007.v33.p14,phv00177934.v8.p14,pht003099.v8.p14,vr_dates_2019_a_1175s,Framingham Cohort
phv00177942,FHS,lppla2_act_1,Age at Exam 7,age7,phs000007.v29.pht003099.v4.phv00177942.v4,phs000007.v33.p14,phv00177942.v8.p14,pht003099.v8.p14,vr_dates_2019_a_1175s,Framingham Cohort
phv00084442,MESA,lppla2_act_1,AGE,age1c,phs000209.v13.pht001116.v10.phv00084442.v3,phs000209.v13.p3,phv00084442.v3.p3,pht001116.v10.p3,MESA_Exam1Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00165052,MESA,lppla2_act_1,LIPOPROTEIN-ASSOCIATED PHOSPHOLIPASE A2: ACTIVITY,cam1a,phs000209.v13.pht002512.v1.phv00165052.v1,phs000209.v13.p3,phv00165052.v1.p3,pht002512.v1.p3,MESA_AncilMesaLpPLA2,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00084442,MESA,mmp9_1,AGE,age1c,phs000209.v13.pht001116.v10.phv00084442.v3,phs000209.v13.p3,phv00084442.v3.p3,pht001116.v10.p3,MESA_Exam1Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00085027,MESA,mmp9_1,MATRIX METALLOPROTEINASE 9 (ng/mL),mmp91,phs000209.v13.pht001116.v10.phv00085027.v2,phs000209.v13.p3,phv00085027.v2.p3,pht001116.v10.p3,MESA_Exam1Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00177928,FHS,isoprostane_8_epi_pgf2a_1,Framingham Heart Study cohort identifier,idtype,phs000007.v29.pht003099.v4.phv00177928.v4,phs000007.v33.p14,phv00177928.v8.p14,pht003099.v8.p14,vr_dates_2019_a_1175s,Framingham Cohort
phv00177930,FHS,isoprostane_8_epi_pgf2a_1,Age at Exam 1,age1,phs000007.v29.pht003099.v4.phv00177930.v4,phs000007.v33.p14,phv00177930.v8.p14,pht003099.v8.p14,vr_dates_2019_a_1175s,Framingham Cohort
phv00177934,FHS,isoprostane_8_epi_pgf2a_1,Age at Exam 3,age3,phs000007.v29.pht003099.v4.phv00177934.v4,phs000007.v33.p14,phv00177934.v8.p14,pht003099.v8.p14,vr_dates_2019_a_1175s,Framingham Cohort
phv00177942,FHS,isoprostane_8_epi_pgf2a_1,Age at Exam 7,age7,phs000007.v29.pht003099.v4.phv00177942.v4,phs000007.v33.p14,phv00177942.v8.p14,pht003099.v8.p14,vr_dates_2019_a_1175s,Framingham Cohort
phv00098769,CHS,lppla2_mass_1,Baseline LP-PLA2 Mass (ng/ml),LPPLA2,phs000287.v6.pht001449.v1.phv00098769.v1,phs000287.v7.p1,phv00098769.v1.p1,pht001449.v1.p1,ADDITIONAL_BIOMARKERS,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00100487,CHS,lppla2_mass_1,CALCULATED AGE AT BASELINE,AGEBL,phs000287.v6.pht001452.v1.phv00100487.v1,phs000287.v7.p1,phv00100487.v1.p1,pht001452.v1.p1,BASEBOTH,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00177928,FHS,lppla2_mass_1,Framingham Heart Study cohort identifier,idtype,phs000007.v29.pht003099.v4.phv00177928.v4,phs000007.v33.p14,phv00177928.v8.p14,pht003099.v8.p14,vr_dates_2019_a_1175s,Framingham Cohort
phv00177930,FHS,lppla2_mass_1,Age at Exam 1,age1,phs000007.v29.pht003099.v4.phv00177930.v4,phs000007.v33.p14,phv00177930.v8.p14,pht003099.v8.p14,vr_dates_2019_a_1175s,Framingham Cohort
phv00177934,FHS,lppla2_mass_1,Age at Exam 3,age3,phs000007.v29.pht003099.v4.phv00177934.v4,phs000007.v33.p14,phv00177934.v8.p14,pht003099.v8.p14,vr_dates_2019_a_1175s,Framingham Cohort
phv00177942,FHS,lppla2_mass_1,Age at Exam 7,age7,phs000007.v29.pht003099.v4.phv00177942.v4,phs000007.v33.p14,phv00177942.v8.p14,pht003099.v8.p14,vr_dates_2019_a_1175s,Framingham Cohort
phv00084442,MESA,lppla2_mass_1,AGE,age1c,phs000209.v13.pht001116.v10.phv00084442.v3,phs000209.v13.p3,phv00084442.v3.p3,pht001116.v10.p3,MESA_Exam1Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00165050,MESA,lppla2_mass_1,LIPOPROTEIN-ASSOCIATED PHOSPHOLIPASE A2: MASS,plac1a,phs000209.v13.pht002512.v1.phv00165050.v1,phs000209.v13.p3,phv00165050.v1.p3,pht002512.v1.p3,MESA_AncilMesaLpPLA2,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00120748,CARDIA,il6_1,CALCULATED AGE AT EXAM 6,EX6_AGE,phs000285.v3.pht001851.v2.phv00120748.v2,phs000285.v3.p2,phv00120748.v2.p2,pht001851.v2.p2,F1REF,CARDIA Cohort
phv00121064,CARDIA,il6_1,IL6 PG/ML,FL6IL6,phs000285.v3.pht001862.v2.phv00121064.v2,phs000285.v3.p2,phv00121064.v2.p2,pht001862.v2.p2,F2IGFIL,CARDIA Cohort
phv00121065,CARDIA,il6_1,IL6 COMMENTS,FL6IL6CM,phs000285.v3.pht001862.v2.phv00121065.v2,phs000285.v3.p2,phv00121065.v2.p2,pht001862.v2.p2,F2IGFIL,CARDIA Cohort
phv00100487,CHS,il6_1,CALCULATED AGE AT BASELINE,AGEBL,phs000287.v6.pht001452.v1.phv00100487.v1,phs000287.v7.p1,phv00100487.v1.p1,pht001452.v1.p1,BASEBOTH,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00100500,CHS,il6_1,IL-6 at baseline (pg/ml),IL6BL,phs000287.v6.pht001452.v1.phv00100500.v1,phs000287.v7.p1,phv00100500.v1.p1,pht001452.v1.p1,BASEBOTH,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00084442,MESA,il6_1,AGE,age1c,phs000209.v13.pht001116.v10.phv00084442.v3,phs000209.v13.p3,phv00084442.v3.p3,pht001116.v10.p3,MESA_Exam1Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00085009,MESA,il6_1,INTERLEUKIN-6 (IL-6) (pg/mL),il61,phs000209.v13.pht001116.v10.phv00085009.v2,phs000209.v13.p3,phv00085009.v2.p3,pht001116.v10.p3,MESA_Exam1Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00085010,MESA,il6_1,EXCEPTIONAL MISSING IL61,il61M,phs000209.v13.pht001116.v10.phv00085010.v2,phs000209.v13.p3,phv00085010.v2.p3,pht001116.v10.p3,MESA_Exam1Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00084442,MESA,tnfa_r1_1,AGE,age1c,phs000209.v13.pht001116.v10.phv00084442.v3,phs000209.v13.p3,phv00084442.v3.p3,pht001116.v10.p3,MESA_Exam1Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00085029,MESA,tnfa_r1_1,TUMOR NECROSIS FACTOR-A SOLUBLE RECEPTORS (pg/ml),tnfri1,phs000209.v13.pht001116.v10.phv00085029.v3,phs000209.v13.p3,phv00085029.v3.p3,pht001116.v10.p3,MESA_Exam1Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00177942,FHS,mpo_1,Age at Exam 7,age7,phs000007.v29.pht003099.v4.phv00177942.v4,phs000007.v33.p14,phv00177942.v8.p14,pht003099.v8.p14,vr_dates_2019_a_1175s,Framingham Cohort
phv00177928,FHS,tnfr2_1,Framingham Heart Study cohort identifier,idtype,phs000007.v29.pht003099.v4.phv00177928.v4,phs000007.v33.p14,phv00177928.v8.p14,pht003099.v8.p14,vr_dates_2019_a_1175s,Framingham Cohort
phv00177930,FHS,tnfr2_1,Age at Exam 1,age1,phs000007.v29.pht003099.v4.phv00177930.v4,phs000007.v33.p14,phv00177930.v8.p14,pht003099.v8.p14,vr_dates_2019_a_1175s,Framingham Cohort
phv00177934,FHS,tnfr2_1,Age at Exam 3,age3,phs000007.v29.pht003099.v4.phv00177934.v4,phs000007.v33.p14,phv00177934.v8.p14,pht003099.v8.p14,vr_dates_2019_a_1175s,Framingham Cohort
phv00177942,FHS,tnfr2_1,Age at Exam 7,age7,phs000007.v29.pht003099.v4.phv00177942.v4,phs000007.v33.p14,phv00177942.v8.p14,pht003099.v8.p14,vr_dates_2019_a_1175s,Framingham Cohort
phv00082639,MESA,eselectin_1,AGE,age1c,phs000209.v13.pht001111.v4.phv00082639.v2,phs000209.v13.p3,phv00082639.v2.p3,pht001111.v4.p3,MESA_AirNRExamMain,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00082969,MESA,eselectin_1,E-SELECTIN (ng/mL),eselect1,phs000209.v13.pht001111.v4.phv00082969.v1,phs000209.v13.p3,phv00082969.v1.p3,pht001111.v4.p3,MESA_AirNRExamMain,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00082970,MESA,eselectin_1,E-SELECTIN MISSING VALUE,eselect1m,phs000209.v13.pht001111.v4.phv00082970.v1,phs000209.v13.p3,phv00082970.v1.p3,pht001111.v4.p3,MESA_AirNRExamMain,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00084442,MESA,eselectin_1,AGE,age1c,phs000209.v13.pht001116.v10.phv00084442.v3,phs000209.v13.p3,phv00084442.v3.p3,pht001116.v10.p3,MESA_Exam1Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00085022,MESA,eselectin_1,E-SELECTIN (ng/mL),eselect1,phs000209.v13.pht001116.v10.phv00085022.v2,phs000209.v13.p3,phv00085022.v2.p3,pht001116.v10.p3,MESA_Exam1Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00177942,FHS,tnfa_1,Age at Exam 7,age7,phs000007.v29.pht003099.v4.phv00177942.v4,phs000007.v33.p14,phv00177942.v8.p14,pht003099.v8.p14,vr_dates_2019_a_1175s,Framingham Cohort
phv00085773,MESA,tnfa_1,AGE AT EXAM 2,age2c,phs000209.v13.pht001118.v8.phv00085773.v3,phs000209.v13.p3,phv00085773.v3.p3,pht001118.v8.p3,MESA_Exam2Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00086259,MESA,tnfa_1,AGE AT EXAM3,age3c,phs000209.v13.pht001119.v8.phv00086259.v4,phs000209.v13.p3,phv00086259.v4.p3,pht001119.v8.p3,MESA_Exam3Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00160529,MESA,tnfa_1,EXAM,exam3,phs000209.v13.pht002198.v2.phv00160529.v1,phs000209.v13.p3,phv00160529.v1.p3,pht002198.v2.p3,MESA_AncilMesaAbdBodyComposition,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00160540,MESA,tnfa_1,TNFa (pg/mL),tnfa3,phs000209.v13.pht002198.v2.phv00160540.v1,phs000209.v13.p3,phv00160540.v1.p3,pht002198.v2.p3,MESA_AncilMesaAbdBodyComposition,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00160541,MESA,tnfa_1,TNFa (MISSING VALUE REASON),tnfa3m,phs000209.v13.pht002198.v2.phv00160541.v1,phs000209.v13.p3,phv00160541.v1.p3,pht002198.v2.p3,MESA_AncilMesaAbdBodyComposition,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00177942,FHS,il18_1,Age at Exam 7,age7,phs000007.v29.pht003099.v4.phv00177942.v4,phs000007.v33.p14,phv00177942.v8.p14,pht003099.v8.p14,vr_dates_2019_a_1175s,Framingham Cohort
phv00084442,MESA,il10_1,AGE,age1c,phs000209.v13.pht001116.v10.phv00084442.v3,phs000209.v13.p3,phv00084442.v3.p3,pht001116.v10.p3,MESA_Exam1Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00142666,MESA,il10_1,INTERLEUKIN-10,il10a1,phs000209.v13.pht002099.v2.phv00142666.v2,phs000209.v13.p3,phv00142666.v2.p3,pht002099.v2.p3,MESA_AncilMesaIL10,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00142667,MESA,il10_1,MISSING INTERLEUKIN-10 VALUE: REASON,il10a1m,phs000209.v13.pht002099.v2.phv00142667.v2,phs000209.v13.p3,phv00142667.v2.p3,pht002099.v2.p3,MESA_AncilMesaIL10,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00116390,CARDIA,icam1_1,CALCULATED AGE AT EXAM 3,EX3_AGE,phs000285.v3.pht001697.v2.phv00116390.v2,phs000285.v3.p2,phv00116390.v2.p2,pht001697.v2.p2,C1REF,CARDIA Cohort
phv00116396,CARDIA,icam1_1,SICAM1,sICAM1,phs000285.v3.pht001699.v2.phv00116396.v2,phs000285.v3.p2,phv00116396.v2.p2,pht001699.v2.p2,CARE_ICAM,CARDIA Cohort
phv00098764,CHS,icam1_1,BASELINE ICAM-1 -sample,ICAM1,phs000287.v6.pht001449.v1.phv00098764.v1,phs000287.v7.p1,phv00098764.v1.p1,pht001449.v1.p1,ADDITIONAL_BIOMARKERS,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00100487,CHS,icam1_1,CALCULATED AGE AT BASELINE,AGEBL,phs000287.v6.pht001452.v1.phv00100487.v1,phs000287.v7.p1,phv00100487.v1.p1,pht001452.v1.p1,BASEBOTH,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00296696,ARIC,crp_1,High sensitive C reactive protein [Central Lab Data],LIP33,phs000280.v4.pht006444.v1.phv00296696.v1,phs000280.v8.p2,phv00296696.v2.p2,pht006444.v2.p2,LIP,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00120748,CARDIA,crp_1,CALCULATED AGE AT EXAM 6,EX6_AGE,phs000285.v3.pht001851.v2.phv00120748.v2,phs000285.v3.p2,phv00120748.v2.p2,pht001851.v2.p2,F1REF,CARDIA Cohort
phv00120759,CARDIA,crp_1,RERUN CRP (uG/ml - BNII METHOD),FL6CRPBN,phs000285.v3.pht001853.v2.phv00120759.v2,phs000285.v3.p2,phv00120759.v2.p2,pht001853.v2.p2,F2CRP,CARDIA Cohort
phv00100487,CHS,crp_1,CALCULATED AGE AT BASELINE,AGEBL,phs000287.v6.pht001452.v1.phv00100487.v1,phs000287.v7.p1,phv00100487.v1.p1,pht001452.v1.p1,BASEBOTH,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00100499,CHS,crp_1,"C-reactive protein, adjusted original va",CRPBLADJ,phs000287.v6.pht001452.v1.phv00100499.v1,phs000287.v7.p1,phv00100499.v1.p1,pht001452.v1.p1,BASEBOTH,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00226251,HCHS_SOL,crp_1,Age,AGE,phs000810.v1.pht004715.v1.phv00226251.v1,phs000810.v2.p2,phv00226251.v2.p2,pht004715.v2.p2,HCHS_SOL_Cohort_Subject_Phenotypes,Hispanic Community Health Study /Study of Latinos (HCHS/SOL)
phv00258066,HCHS_SOL,crp_1,High-sensitivity C-Reactive Protein (mg/L) (LABA91),LABA91,phs000810.v1.pht004715.v1.phv00258066.v1,phs000810.v2.p2,phv00258066.v2.p2,pht004715.v2.p2,HCHS_SOL_Cohort_Subject_Phenotypes,Hispanic Community Health Study /Study of Latinos (HCHS/SOL)
phv00125940,JHS,crp_1,Character results for Hscrp [Visit 1],Hscrp_cresult,phs000286.v5.pht001945.v1.phv00125940.v1,phs000286.v7.p2,phv00125940.v2.p2,pht001945.v2.p2,cena,Jackson Heart Study (JHS) Cohort
phv00125941,JHS,crp_1,Hscrp: high sensitivity C-reactive protein in mg/dL [Visit 1],HSCRP,phs000286.v5.pht001945.v1.phv00125941.v1,phs000286.v7.p2,phv00125941.v2.p2,pht001945.v2.p2,cena,Jackson Heart Study (JHS) Cohort
phv00177942,FHS,cd40_1,Age at Exam 7,age7,phs000007.v29.pht003099.v4.phv00177942.v4,phs000007.v33.p14,phv00177942.v8.p14,pht003099.v8.p14,vr_dates_2019_a_1175s,Framingham Cohort
phv00084442,MESA,cd40_1,AGE,age1c,phs000209.v13.pht001116.v10.phv00084442.v3,phs000209.v13.p3,phv00084442.v3.p3,pht001116.v10.p3,MESA_Exam1Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00085021,MESA,cd40_1,CD40 LIGAND (pg/mL),cd40l1,phs000209.v13.pht001116.v10.phv00085021.v2,phs000209.v13.p3,phv00085021.v2.p3,pht001116.v10.p3,MESA_Exam1Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00204712,ARIC,antihypertensive_meds_1,Age at visit 1 [Cohort. Visit 1],V1AGE01,phs000280.v4.pht004063.v2.phv00204712.v1,phs000280.v8.p2,phv00204712.v2.p2,pht004063.v3.p2,DERIVE13,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00204754,ARIC,antihypertensive_meds_1,Blood pressure lowering medications in the past 2 weeks [Cohort. Visit 1],HYPTMD01,phs000280.v4.pht004063.v2.phv00204754.v1,phs000280.v8.p2,phv00204754.v2.p2,pht004063.v3.p2,DERIVE13,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00113012,CARDIA,antihypertensive_meds_1,EVER TAKEN MEDS FOR HIGH BLOOD PRESSURE,A08BPMED,phs000285.v3.pht001569.v2.phv00113012.v2,phs000285.v3.p2,phv00113012.v2.p2,pht001569.v2.p2,A4F08,CARDIA Cohort
phv00113154,CARDIA,antihypertensive_meds_1,MEDIC'N FOLL'UP PAGE NAME (MED TYPE),A09MDTYP,phs000285.v3.pht001571.v2.phv00113154.v2,phs000285.v3.p2,phv00113154.v2.p2,pht001571.v2.p2,A4F09MED,CARDIA Cohort
phv00113155,CARDIA,antihypertensive_meds_1,TAKING MED NOW?,A09MDNOW,phs000285.v3.pht001571.v2.phv00113155.v2,phs000285.v3.p2,phv00113155.v2.p2,pht001571.v2.p2,A4F09MED,CARDIA Cohort
phv00115119,CARDIA,antihypertensive_meds_1,AGE AT EXAM 1 (VERIFIED AT EXAM 2),EXAMAGE,phs000285.v3.pht001645.v2.phv00115119.v2,phs000285.v3.p2,phv00115119.v2.p2,pht001645.v2.p2,B2REF,CARDIA Cohort
phv00100487,CHS,antihypertensive_meds_1,CALCULATED AGE AT BASELINE,AGEBL,phs000287.v6.pht001452.v1.phv00100487.v1,phs000287.v7.p1,phv00100487.v1.p1,pht001452.v1.p1,BASEBOTH,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00100595,CHS,antihypertensive_meds_1,Any hypertension medication,HTNMED06,phs000287.v6.pht001452.v1.phv00100595.v1,phs000287.v7.p1,phv00100595.v1.p1,pht001452.v1.p1,BASEBOTH,Cardiovascular Health Study (CHS) Cohort: an NHLBI-funded observational study of risk factors for cardiovascular disease in adults 65 years or older
phv00226251,HCHS_SOL,antihypertensive_meds_1,Age,AGE,phs000810.v1.pht004715.v1.phv00226251.v1,phs000810.v2.p2,phv00226251.v2.p2,pht004715.v2.p2,HCHS_SOL_Cohort_Subject_Phenotypes,Hispanic Community Health Study /Study of Latinos (HCHS/SOL)
phv00226324,HCHS_SOL,antihypertensive_meds_1,Antihypertensives,MED_ANTIHYPERT,phs000810.v1.pht004715.v1.phv00226324.v1,phs000810.v2.p2,phv00226324.v2.p2,pht004715.v2.p2,HCHS_SOL_Cohort_Subject_Phenotypes,Hispanic Community Health Study /Study of Latinos (HCHS/SOL)
phv00082639,MESA,antihypertensive_meds_1,AGE,age1c,phs000209.v13.pht001111.v4.phv00082639.v2,phs000209.v13.p3,phv00082639.v2.p3,pht001111.v4.p3,MESA_AirNRExamMain,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00083163,MESA,antihypertensive_meds_1,HYPERTENSION MEDICATION,htnmed1c,phs000209.v13.pht001111.v4.phv00083163.v1,phs000209.v13.p3,phv00083163.v1.p3,pht001111.v4.p3,MESA_AirNRExamMain,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00084442,MESA,antihypertensive_meds_1,AGE,age1c,phs000209.v13.pht001116.v10.phv00084442.v3,phs000209.v13.p3,phv00084442.v3.p3,pht001116.v10.p3,MESA_Exam1Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00085324,MESA,antihypertensive_meds_1,HYPERTENSION MEDICATION,htnmed1c,phs000209.v13.pht001116.v10.phv00085324.v2,phs000209.v13.p3,phv00085324.v2.p3,pht001116.v10.p3,MESA_Exam1Main,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00087071,MESA,antihypertensive_meds_1,AGE,agefc,phs000209.v13.pht001121.v3.phv00087071.v1,phs000209.v13.p3,phv00087071.v1.p3,pht001121.v3.p3,MESA_FamilyExamMain,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00087093,MESA,antihypertensive_meds_1,ANY HYPERTENSION MEDICATION,htnmedfc,phs000209.v13.pht001121.v3.phv00087093.v1,phs000209.v13.p3,phv00087093.v1.p3,pht001121.v3.p3,MESA_FamilyExamMain,Multi-Ethnic Study of Atherosclerosis (MESA) Cohort
phv00078436,WHI,antihypertensive_meds_1,F2 Days since randomization,F2DAYS,phs000200.v11.pht000998.v6.phv00078436.v6,phs000200.v12.p3,phv00078436.v6.p3,pht000998.v6.p3,f2_rel1,Women's Health Initiative
phv00078437,WHI,antihypertensive_meds_1,Age at screening,AGE,phs000200.v11.pht000998.v6.phv00078437.v6,phs000200.v12.p3,phv00078437.v6.p3,pht000998.v6.p3,f2_rel1,Women's Health Initiative
phv00079850,WHI,antihypertensive_meds_1,Visit Type,F80VTYP,phs000200.v11.pht001019.v6.phv00079850.v6,phs000200.v12.p3,phv00079850.v6.p3,pht001019.v6.p3,f80_rel1,Women's Health Initiative
phv00079852,WHI,antihypertensive_meds_1,F80 Days since randomization/enrollment,F80DAYS,phs000200.v11.pht001019.v6.phv00079852.v6,phs000200.v12.p3,phv00079852.v6.p3,pht001019.v6.p3,f80_rel1,Women's Health Initiative
phv00169603,WHI,antihypertensive_meds_1,Visit Type,F44VTYP,phs000200.v11.pht002754.v4.phv00169603.v4,phs000200.v12.p3,phv00169603.v4.p3,pht002754.v4.p3,f44_rel1,Women's Health Initiative
phv00169605,WHI,antihypertensive_meds_1,F44 Days since randomization/enrollment,F44DAYS,phs000200.v11.pht002754.v4.phv00169605.v4,phs000200.v12.p3,phv00169605.v4.p3,pht002754.v4.p3,f44_rel1,Women's Health Initiative
phv00169608,WHI,antihypertensive_meds_1,F44 Adult duration of medication use (days),ADULTDY,phs000200.v11.pht002754.v4.phv00169608.v4,phs000200.v12.p3,phv00169608.v4.p3,pht002754.v4.p3,f44_rel1,Women's Health Initiative
phv00169611,WHI,antihypertensive_meds_1,F44 Medication Therapeutic Class Code,TCCODE,phs000200.v11.pht002754.v4.phv00169611.v4,phs000200.v12.p3,phv00169611.v4.p3,pht002754.v4.p3,f44_rel1,Women's Health Initiative
phv00204712,ARIC,bp_diastolic_1,Age at visit 1 [Cohort. Visit 1],V1AGE01,phs000280.v4.pht004063.v2.phv00204712.v1,phs000280.v8.p2,phv00204712.v2.p2,pht004063.v3.p2,DERIVE13,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00210284,ARIC,bp_diastolic_1,[Second blood pressure measurement]. 2nd systolic. Q15 [Siting Blood Pressure. SBPA. Visit 1],SBPA15,phs000280.v4.pht004192.v2.phv00210284.v1,phs000280.v8.p2,phv00210284.v2.p2,pht004192.v3.p2,SBPA02,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00210285,ARIC,bp_diastolic_1,[Second blood pressure measurement]. 2nd diastolic. Q16 [Siting Blood Pressure. SBPA. Visit 1],SBPA16,phs000280.v4.pht004192.v2.phv00210285.v1,phs000280.v8.p2,phv00210285.v2.p2,pht004192.v3.p2,SBPA02,Atherosclerosis Risk in Communities (ARIC) Cohort
phv00210286,ARIC,bp_diastolic_1,[Second blood pressure measurement]. 2nd zero reading. Q17 [Siting Blood Pressure. SBPA. Visit 1],SBPA17,phs000280.v4.pht004192.v2.phv00210286.v1,phs000280.v8.p2,phv00210286.v2.p2,pht004192.v3.p2,SBPA02,Atherosclerosis Risk in Communities (ARIC) Cohort
